game_id,game_date,attendance,game_time
0024800022,1948-11-11 00:00:00,,
0024800019,1948-11-11 00:00:00,,
0024800024,1948-11-11 00:00:00,,
0024800030,1948-11-13 00:00:00,,
0024800027,1948-11-13 00:00:00,,
0024800028,1948-11-13 00:00:00,,
0024800032,1948-11-13 00:00:00,,
0024800031,1948-11-13 00:00:00,,
0024800029,1948-11-13 00:00:00,,
0024800034,1948-11-14 00:00:00,,
0024800033,1948-11-14 00:00:00,,
0024800036,1948-11-16 00:00:00,,
0024800035,1948-11-16 00:00:00,,
0024800038,1948-11-17 00:00:00,,
0024800040,1948-11-17 00:00:00,,
0024800039,1948-11-17 00:00:00,,
0024800043,1948-11-18 00:00:00,,
0024800046,1948-11-19 00:00:00,,
0024800044,1948-11-19 00:00:00,,
0024800048,1948-11-20 00:00:00,,
0024800047,1948-11-20 00:00:00,,
0024800049,1948-11-20 00:00:00,,
0024800010,1948-11-20 00:00:00,,
0024800051,1948-11-21 00:00:00,,
0024800052,1948-11-21 00:00:00,,
0024800053,1948-11-23 00:00:00,,
0024800054,1948-11-23 00:00:00,,
0024800055,1948-11-23 00:00:00,,
0024800056,1948-11-23 00:00:00,,
0024800057,1948-11-24 00:00:00,,
0024800060,1948-11-25 00:00:00,,
0024800058,1948-11-25 00:00:00,,
0024800059,1948-11-25 00:00:00,,
0024800063,1948-11-27 00:00:00,,
0024800062,1948-11-27 00:00:00,,
0024800066,1948-11-27 00:00:00,,
0024800067,1948-11-28 00:00:00,,
0024800068,1948-11-28 00:00:00,,
0024800069,1948-11-30 00:00:00,,
0024800071,1948-11-30 00:00:00,,
0024800072,1948-11-30 00:00:00,,
0024800076,1948-12-01 00:00:00,,
0024800073,1948-12-01 00:00:00,,
0024800075,1948-12-01 00:00:00,,
0024800079,1948-12-02 00:00:00,,
0024800078,1948-12-02 00:00:00,,
0024800077,1948-12-02 00:00:00,,
0024800084,1948-12-04 00:00:00,,
0024800082,1948-12-04 00:00:00,,
0024800081,1948-12-04 00:00:00,,
0024800080,1948-12-04 00:00:00,,
0024800083,1948-12-04 00:00:00,,
0024800085,1948-12-04 00:00:00,,
0024800087,1948-12-05 00:00:00,,
0024800088,1948-12-06 00:00:00,,
0024800090,1948-12-07 00:00:00,,
0024800089,1948-12-07 00:00:00,,
0024800092,1948-12-08 00:00:00,,
0024800091,1948-12-08 00:00:00,,
0024800094,1948-12-08 00:00:00,,
0024800093,1948-12-08 00:00:00,,
0024800095,1948-12-09 00:00:00,,
0024800096,1948-12-09 00:00:00,,
0024800098,1948-12-10 00:00:00,,
0024800097,1948-12-10 00:00:00,,
0024800100,1948-12-11 00:00:00,,
0024800101,1948-12-11 00:00:00,,
0024800102,1948-12-12 00:00:00,,
0024800103,1948-12-12 00:00:00,,
0024800104,1948-12-13 00:00:00,,
0024800106,1948-12-13 00:00:00,,
0024800105,1948-12-13 00:00:00,,
0024800108,1948-12-14 00:00:00,,
0024800107,1948-12-14 00:00:00,,
0024800110,1948-12-15 00:00:00,,
0024800113,1948-12-16 00:00:00,,
0024800112,1948-12-16 00:00:00,,
